-1.58464997754461,-2.27833025818532
-1.57269718192064,-2.26508752217301
-1.56666219910644,-2.25667669787693
-1.56187719972031,-2.24883082317872
-1.55842398920007,-2.24202265239086
-1.55451798464837,-2.23782774130882
-1.55151234770635,-2.23372009522128
-1.54935825917205,-2.23020210099923
-1.5473014312266,-2.22664152212427
-1.54478818323311,-2.22428361878194
-1.54278435310193,-2.22128221779499
-1.54117844333839,-2.21868333419586
-1.53954141058595,-2.21615974306994
-1.53776841473517,-2.21283386519412
-1.53602201731793,-2.21051987375528
-1.53485602761789,-2.20837379644367
-1.53356279920652,-2.20602605591414
-1.53206163797028,-2.20437554585034
-1.53057706854173,-2.20233625808582
-1.52906876574248,-2.20049049862108
-1.52760751692811,-2.19870460014778
-1.52636033574527,-2.19701188489632
-1.52534546202807,-2.19544211806244
-1.52420985001435,-2.19383857250828
-1.52308714195876,-2.19243323735624
-1.52231215088274,-2.19097383510296
-1.52129193165974,-2.18921922461962
-1.52012875076064,-2.18790054050015
-1.51928363215854,-2.18656073865511
-1.51811305263292,-2.18523034245014
-1.51712110231777,-2.18358239148273
-1.51584387804506,-2.18206841650973
-1.51468764940041,-2.18066485446391
-1.51363304993553,-2.17934673187033
-1.51259333948901,-2.1778841213518
-1.51157741046522,-2.17639144784267
-1.51073530689998,-2.17522265937461
-1.50995441197259,-2.17388560757612
-1.5090326016861,-2.17273644926353
-1.50821905034112,-2.17144976370958
-1.50701727887242,-2.17020033075903
-1.50627161148789,-2.16898866797837
-1.50523376548998,-2.1678362242274
-1.50437085878836,-2.16655925973278
-1.5034535897001,-2.16534627035121
-1.50257661103568,-2.16413259257174
-1.50179548065463,-2.16288128664169
-1.50064423511578,-2.16188823349188
-1.49991011521617,-2.16070141753626
-1.49887435062871,-2.15942183923999
-1.4979299974151,-2.15809049938763
-1.49717902725714,-2.15716577813268
-1.49638088019008,-2.15629618312288
-1.49565565780029,-2.1549615524624
-1.49485712134476,-2.1537033563262
-1.49396501544892,-2.15263478906528
-1.49313428436253,-2.15128361043143
-1.49226832710471,-2.15023236048761
-1.4914479719507,-2.14905395542889
-1.49062816134212,-2.14776800728188
-1.48959873694927,-2.14656747173837
-1.4888205545423,-2.14542827495007
-1.48805596701827,-2.14408440996006
-1.48736444635249,-2.14261023929468
-1.48653131941187,-2.14135273013648
-1.48550049437335,-2.13988077582547
-1.4844883338786,-2.13854238398752
-1.48356640612547,-2.13715035658457
-1.48254016613058,-2.13586503085368
-1.48168354344863,-2.13406911950374
-1.48064993259388,-2.13283997074346
-1.47973144292557,-2.13156662521322
-1.47873766260622,-2.13010625857338
-1.47778843947754,-2.12867106804606
-1.47660341602891,-2.12731173594504
-1.47550965326048,-2.1260195446793
-1.47437418593341,-2.12481759572753
-1.47353292171641,-2.12268080555274
-1.47220091890216,-2.12077991366397
-1.4706121872191,-2.1191535631853
-1.4693690715627,-2.11709282845974
-1.46796976853227,-2.11541010035494
-1.4669059684842,-2.11339907829948
-1.46540523906965,-2.11157648442023
-1.46406213113981,-2.10993733862709
-1.46215496950314,-2.10825228812687
-1.46023430320099,-2.10573464361256
-1.45816872853287,-2.10315251920167
-1.45619885029592,-2.10099902164864
-1.45434575109525,-2.09847740803642
-1.45211861905538,-2.09582554177923
-1.4496889340244,-2.09244703025948
-1.44697061675298,-2.08990956702606
-1.44442693296676,-2.08651455370252
-1.44167087096426,-2.08295294930754
-1.43822064398591,-2.07706006400083
-1.43330519593543,-2.07182232112688
-1.42625833891553,-2.06424917439698
-1.41821204985637,-2.05461980847855
